Gene ID	source_id	Computed GO Component IDs	Computed GO Function IDs	Computed GO Process IDs	Curated GO Component IDs	Curated GO Function IDs	Curated GO Process IDs
PF3D7_0508400	PF3D7_0508400.1	N/A	N/A	N/A	GO:0036064;GO:0031514;GO:0000126	N/A	GO:0060271;GO:2000147;GO:0060296;GO:0006366
PF3D7_0508500	PF3D7_0508500.1	N/A	N/A	N/A	GO:0045177;GO:0005737;GO:0005634	N/A	GO:0006323
PF3D7_0508600	PF3D7_0508600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0508700	PF3D7_0508700.1	N/A	GO:0005524;GO:0003676	N/A	GO:0005634	GO:0008186;GO:0003724	GO:0000398
PF3D7_0508800	PF3D7_0508800.1	N/A	GO:0003697	GO:0006260	GO:0020011;GO:0042645;GO:0005739;GO:0009295;GO:0005634	GO:0005515;GO:0003697	GO:0006264;GO:0051096
PF3D7_0508900	PF3D7_0508900.1	N/A	N/A	N/A	GO:0045177;GO:0005634	N/A	N/A
PF3D7_0509000	PF3D7_0509000.1	N/A	GO:0005515	GO:0006886	GO:0005794;GO:0031201;GO:0005783;GO:0005774	GO:0005483;GO:0019905	GO:0035494;GO:0006886
PF3D7_0509100	PF3D7_0509100.1	GO:0005694	GO:0005524;GO:0005515	GO:0051276	GO:0000775;GO:0000796;GO:0005634	N/A	GO:0007076
PF3D7_0509200	PF3D7_0509200.1	GO:0005929	N/A	GO:0044458	GO:0005737	GO:0003774	N/A
PF3D7_0509300	PF3D7_0509300.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_0509400	PF3D7_0509400.1	N/A	GO:0003677;GO:0003899;GO:0008270	GO:0006351	GO:0005736;GO:0005730	N/A	N/A
PF3D7_0509500	PF3D7_0509500.1	GO:0048476;GO:0005634	GO:0003677;GO:0004518	GO:0006281	GO:0048476;GO:0005634	GO:0048257	GO:0000727;GO:0031573;GO:0000712
PF3D7_0509600	PF3D7_0509600.1	N/A	GO:0005524;GO:0004812;GO:0004816;GO:0003676;GO:0000166	GO:0006421;GO:0006418	GO:0020011	GO:0004816	GO:0006421
PF3D7_0509700	PF3D7_0509700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0509800	PF3D7_0509800.1	N/A	GO:0016301	GO:0046854;GO:0048015	GO:0005737;GO:0016020	GO:0004430;GO:0052742	GO:0006661;GO:0046488;GO:0046854;GO:0048015;GO:0042493;GO:0009410
PF3D7_0509900	PF3D7_0509900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0510000	PF3D7_0510000.1	N/A	N/A	N/A	N/A	GO:0042393	N/A
PF3D7_0510100	PF3D7_0510100.1	GO:0005634	GO:0003723	N/A	GO:0005634	GO:0003723	N/A
PF3D7_0510200	PF3D7_0510200.1	N/A	GO:0003755;GO:0005515	GO:0006457;GO:0000413	N/A	GO:0016018;GO:0003755	GO:0006457;GO:0000413
PF3D7_0510300	PF3D7_0510300.1	N/A	N/A	N/A	GO:0071944;GO:0070258	N/A	N/A
PF3D7_0510400	PF3D7_0510400.1	GO:0005737	N/A	N/A	N/A	N/A	N/A
PF3D7_0510500	PF3D7_0510500.1	GO:0005694	GO:0003677;GO:0003917	GO:0006265	GO:0005730;GO:0005634;GO:0031298	GO:0003917	GO:0006260;GO:0006265;GO:0006338;GO:0007059;GO:0042493;GO:0009410
PF3D7_0510600	PF3D7_0510600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0510700	PF3D7_0510700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0510800	PF3D7_0510800.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_0510900	PF3D7_0510900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0511000	PF3D7_0511000.1	N/A	N/A	N/A	GO:0005737;GO:0020020	GO:0005509	GO:0032715
PF3D7_0511100	PF3D7_0511100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0511200	PF3D7_0511200.1	GO:0016021	GO:0016717	GO:0055114	GO:0005783;GO:0005789	GO:0005506;GO:0004768	GO:0006633;GO:0006636
PF3D7_0511300	PF3D7_0511300.1	N/A	N/A	N/A	GO:0020005	N/A	N/A
PF3D7_0511400	PF3D7_0511400.1	GO:0016021	N/A	N/A	GO:0009986	N/A	N/A
PF3D7_0511500	PF3D7_0511500.1	GO:0016021	GO:0003723;GO:0005515;GO:0009982	GO:0009451;GO:0001522	GO:0005634	GO:0003729	N/A
PF3D7_0511600	PF3D7_0511600.1	GO:0016021	N/A	N/A	GO:1990225	N/A	N/A
PF3D7_0511700	PF3D7_0511700.1	GO:0005634	N/A	N/A	GO:0000408;GO:0005737	GO:0005515	N/A
PF3D7_0511800	PF3D7_0511800.1	N/A	GO:0004512	GO:0006021;GO:0008654	GO:0005737	GO:0004512	GO:0006021
PF3D7_0511900	PF3D7_0511900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0512000	PF3D7_0512000.1	GO:0016272	GO:0051082	GO:0006457	GO:0005737;GO:0016272;GO:0020005	GO:0051087;GO:0005515	GO:0051131;GO:0006457
PF3D7_0512100	PF3D7_0512100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0512200	PF3D7_0512200.1	N/A	GO:0005524;GO:0004363;GO:0000287;GO:0042803	GO:0006750	GO:0005829;GO:0005634	GO:0005524;GO:0043295;GO:0004363	GO:0006750;GO:0006979
PF3D7_0512300	PF3D7_0512300.1	GO:0005675	GO:0061575;GO:0016301;GO:0046872	GO:0006289;GO:0045737	GO:0005634;GO:0005675	GO:0005515	GO:0006281;GO:0032147;GO:0000079;GO:0006357
PF3D7_0512400	PF3D7_0512400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0512450	PF3D7_0512450.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0512500	PF3D7_0512500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0512600	PF3D7_0512600.1	N/A	GO:0005525;GO:0003924	N/A	GO:0020036;GO:0005801;GO:0005783;GO:0005793;GO:0020020	GO:0005515	GO:0015031
PF3D7_0512700	PF3D7_0512700.1	N/A	GO:0004588	GO:0044205;GO:0009116;GO:0006221	GO:0005737;GO:0005634	GO:0004588;GO:0005515;GO:0046983	GO:0006207;GO:0006221;GO:0046132
PF3D7_0512800	PF3D7_0512800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0512900	PF3D7_0512900.1	N/A	N/A	N/A	GO:0005737;GO:0005829;GO:0005634	GO:0016208;GO:0005515;GO:0034237	GO:0010738
PF3D7_0513000	PF3D7_0513000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0513100	PF3D7_0513100.1	N/A	N/A	N/A	GO:0005829	N/A	N/A
PF3D7_0513200	PF3D7_0513200.1	GO:0005634	GO:0003676;GO:0005515	N/A	GO:0031499;GO:0005730	GO:0004652	GO:0071044;GO:0071050
PF3D7_0513300	PF3D7_0513300.1	N/A	GO:0003824;GO:0004731	GO:0009116	N/A	GO:0004731	GO:0006148;GO:0006152;GO:0009410
PF3D7_0513400	PF3D7_0513400.1	N/A	GO:0005525	N/A	GO:0020011;GO:0005739	GO:0003924;GO:0019001;GO:0043022	N/A
PF3D7_0513500	PF3D7_0513500.1	GO:0005744	N/A	GO:0030150	GO:0005744;GO:0005739	N/A	GO:0030150
PF3D7_0513600	PF3D7_0513600.1	N/A	N/A	N/A	GO:0005634	GO:0003904	GO:0006281;GO:0000719
PF3D7_0513700	PF3D7_0513700.1	N/A	N/A	N/A	GO:0009986	N/A	N/A
PF3D7_0513800	PF3D7_0513800.1	N/A	GO:0005525;GO:0003924	N/A	GO:0012505;GO:0005783;GO:0005793;GO:0020008	GO:0003924	GO:0006886
PF3D7_0513900	PF3D7_0513900.1	GO:0016021	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_0514000	PF3D7_0514000.1	GO:0005737	GO:0005524	GO:0006464	GO:0005929;GO:0005739	GO:0015631;GO:0070740	GO:0000226;GO:0018095
PF3D7_0514100	PF3D7_0514100.1	N/A	GO:0005524;GO:0003677;GO:0003678;GO:0016787	N/A	GO:0005634	GO:0043138;GO:0005515;GO:0017116	GO:0006281;GO:0000725
PF3D7_0514200	PF3D7_0514200.1	GO:0016021	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0514300	PF3D7_0514300.1	N/A	GO:0005524;GO:0004812;GO:0000166	GO:0006418	GO:0020011	GO:0004815	GO:0006422
PF3D7_0514400	PF3D7_0514400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0514500	PF3D7_0514500.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0514600	PF3D7_0514600.1	N/A	GO:0004751	GO:0009052	N/A	GO:0004751	GO:0009052;GO:0008615
PF3D7_0514700	PF3D7_0514700.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0514800	PF3D7_0514800.1	N/A	GO:0016301	GO:0032958	GO:0005737;GO:0005634	GO:0051765;GO:0008440;GO:0016301	GO:0032958
PF3D7_0514900	PF3D7_0514900.1	N/A	N/A	N/A	GO:0005737;GO:0005634;GO:0005667	N/A	N/A
PF3D7_0515000	PF3D7_0515000.1	N/A	GO:0003723;GO:0017070;GO:0046872;GO:0003676;GO:0036002	GO:0045292;GO:0000387	GO:0000974;GO:0071006;GO:0071007;GO:0005634;GO:0005681	GO:0017070;GO:0003729;GO:0036002;GO:0005515	GO:0000398;GO:0045787;GO:0000387
PF3D7_0515100	PF3D7_0515100.1	GO:0016021	GO:0004252	N/A	GO:0005739	GO:0004252	N/A
PF3D7_0515200	PF3D7_0515200.1	GO:0016021	N/A	N/A	GO:0020036	N/A	N/A
PF3D7_0515300	PF3D7_0515300.1	N/A	GO:0016301	GO:0046854;GO:0048015	GO:0005737;GO:0031410;GO:0005768;GO:0020020;GO:0043656;GO:0016020;GO:0005777;GO:0000407;GO:0034271;GO:0034272	GO:0016303;GO:0030492;GO:0052742;GO:0005515	GO:0000045;GO:0030242;GO:0006897;GO:0046907;GO:0046854;GO:0036092;GO:0048015;GO:0009410
PF3D7_0515400	PF3D7_0515400.1	N/A	N/A	N/A	GO:0070258	N/A	N/A
PF3D7_0515500	PF3D7_0515500.1	GO:0016021	N/A	N/A	GO:0005829	N/A	GO:0006182
PF3D7_0515600	PF3D7_0515600.1	N/A	N/A	N/A	GO:0044310	N/A	N/A
PF3D7_0515700	PF3D7_0515700.1	GO:0016021	N/A	N/A	GO:0009986;GO:0005737;GO:0070258;GO:0005634	N/A	N/A
PF3D7_0515800	PF3D7_0515800.1	N/A	N/A	N/A	GO:0005829;GO:0005634	GO:0051536	GO:0044571;GO:0006879
PF3D7_0515900	PF3D7_0515900.1	N/A	GO:0016791	N/A	GO:0005737	GO:0004721	N/A
PF3D7_0516000	PF3D7_0516000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0516100	PF3D7_0516100.1	GO:0016021	GO:0016887;GO:0000166	GO:0006812	GO:0005886	N/A	N/A
PF3D7_0516200	PF3D7_0516200.1	GO:0009507;GO:0005840	GO:0003735	GO:0006412	GO:0022627;GO:1903561;GO:0005634	GO:0003723	N/A
PF3D7_0516300	PF3D7_0516300.1	N/A	GO:0003723;GO:0009982;GO:0106029	GO:0009451;GO:0001522	GO:0020011;GO:0005737;GO:0005634	GO:0009982	GO:1990481;GO:0031119
PF3D7_0516400	PF3D7_0516400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0516500	PF3D7_0516500.1	N/A	GO:0022857	GO:0055085	GO:0016021;GO:0016020	GO:0022857	N/A
PF3D7_0516600	PF3D7_0516600.1	N/A	GO:0005525;GO:0003924;GO:0003743	N/A	GO:0020011;GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0020003	N/A	N/A
PF3D7_0516700	PF3D7_0516700.1	N/A	GO:0004843	GO:0016579;GO:0006511	N/A	GO:0004843	GO:0016579
PF3D7_0516800	PF3D7_0516800.1	GO:0005634	GO:0003677;GO:0003700	GO:0006355	GO:0000792;GO:0005634	GO:0043565	N/A
PF3D7_0516900	PF3D7_0516900.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0005634	GO:0003723;GO:0003735	GO:0002181;GO:0006412
PF3D7_0517000	PF3D7_0517000.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0015934;GO:0005634;GO:0005840	GO:0070180;GO:0019843;GO:0003735	GO:0000027;GO:0006412
PF3D7_0517100	PF3D7_0517100.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0517200	PF3D7_0517200.1	N/A	GO:0005509;GO:0005515	N/A	GO:0033018	GO:0005509	GO:0051279
PF3D7_0517300	PF3D7_0517300.1	N/A	GO:0003676	N/A	GO:0005737;GO:0016607;GO:0005634;GO:0005681	GO:0003723;GO:0106153	GO:0008380;GO:0006974;GO:0045292;GO:0006397;GO:0000381;GO:0048024
PF3D7_0517400	PF3D7_0517400.1	GO:0035101	N/A	GO:0006281;GO:0006260	GO:0035101;GO:0005634	GO:0031491	GO:0034724;GO:0032968;GO:0006368;GO:0006351
PF3D7_0517500	PF3D7_0517500.1	N/A	GO:0003983;GO:0070569	N/A	N/A	GO:0003977	GO:0006048;GO:0009226
PF3D7_0517600	PF3D7_0517600.1	GO:0008290;GO:0005737	N/A	GO:0051016	GO:0008290;GO:0044310	GO:0051015	GO:0051693;GO:0051016;GO:0000902;GO:0044409
PF3D7_0517700	PF3D7_0517700.1	GO:0016282;GO:0033290;GO:0005852	GO:0003723;GO:0003676;GO:0005515;GO:0003743;GO:0031369	GO:0001732;GO:0006413	GO:0005852;GO:0005634	N/A	GO:0006413
PF3D7_0517800	PF3D7_0517800.1	GO:0005737	N/A	GO:0035556	GO:0045177;GO:0009986	GO:0008017;GO:0005515	GO:0032273
PF3D7_0517900	PF3D7_0517900.1	N/A	GO:0008270	N/A	GO:0000781	GO:0008270	N/A
PF3D7_0518000	PF3D7_0518000.1	N/A	GO:0061630	N/A	GO:0005634	N/A	N/A
PF3D7_0518100	PF3D7_0518100.1	GO:0016021	N/A	N/A	GO:0020011	N/A	GO:0009657
PF3D7_0518200	PF3D7_0518200.1	N/A	GO:0005515	GO:0045944	GO:0005739;GO:0005634	GO:0005515	GO:0006357
PF3D7_0518300	PF3D7_0518300.1	GO:0005737;GO:0005634;GO:0005839	GO:0004298	GO:0051603	GO:0005634	N/A	N/A
PF3D7_0518400	PF3D7_0518400.1	N/A	GO:0019901	GO:0000079	GO:0005829;GO:0005634	N/A	GO:0045736;GO:0051726
PF3D7_0518500	PF3D7_0518500.1	N/A	GO:0005524;GO:0003724;GO:0004386;GO:0003676	N/A	N/A	N/A	N/A
PF3D7_0518600	PF3D7_0518600.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_0518700	PF3D7_0518700.1	N/A	GO:0003723	N/A	GO:0005737	GO:0003729	GO:0010608;GO:0043487;GO:0006417
PF3D7_0518800	PF3D7_0518800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0518900	PF3D7_0518900.1	N/A	N/A	N/A	GO:0070258	N/A	N/A
PF3D7_0519000	PF3D7_0519000.1	N/A	GO:0003723;GO:0003729	N/A	GO:0005737;GO:0071204;GO:0005634	GO:0071207;GO:0003729	GO:0006398;GO:0051028
PF3D7_0519100	PF3D7_0519100.1	GO:0005840	GO:0003735	GO:0006412	GO:0005762;GO:0005739	GO:0070180;GO:0003735	N/A
PF3D7_0519200	PF3D7_0519200.1	GO:0033179;GO:0033177;GO:0005774	GO:0016787;GO:0015078	GO:1902600	GO:0016021;GO:0016020	GO:0046961	GO:1902600
PF3D7_0519300	PF3D7_0519300.1	GO:0016021	GO:0008495;GO:0016765	GO:0048034	GO:0005739	GO:0004311;GO:0004659	GO:0045333;GO:0006783
PF3D7_0519400	PF3D7_0519400.1	GO:0005840	GO:0003735	GO:0006412	GO:0022627;GO:0005634	GO:0003723	N/A
PF3D7_0519500	PF3D7_0519500.1	N/A	N/A	N/A	GO:0030014;GO:0005737;GO:0005634	GO:0000175;GO:0004535	GO:0000289
PF3D7_0519600	PF3D7_0519600.1	N/A	GO:0008270	N/A	GO:0005634	N/A	N/A
PF3D7_0519700	PF3D7_0519700.1	N/A	GO:0003723	N/A	GO:0036396;GO:0005634	N/A	N/A
PF3D7_0519800	PF3D7_0519800.1	GO:0005634	N/A	N/A	GO:0005634	GO:0070577	N/A
PF3D7_0519900	PF3D7_0519900.1	GO:0016021	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0520000	PF3D7_0520000.1	GO:0015935	GO:0003723;GO:0019843;GO:0003735	GO:0006412	GO:0036396;GO:0022627;GO:0005634;GO:0015935;GO:0032040	GO:0003723;GO:0019843;GO:0003735	GO:0045903
PF3D7_0520100	PF3D7_0520100.1	N/A	GO:0016791;GO:0004722	GO:0006470	N/A	GO:0003824;GO:0004724;GO:0004722	N/A
PF3D7_0520200	PF3D7_0520200.1	N/A	N/A	N/A	GO:0016592	N/A	N/A
PF3D7_0520300	PF3D7_0520300.1	N/A	GO:0003723	GO:0006397	GO:1990726;GO:0000932;GO:0046540;GO:0005688;GO:0071013;GO:0005622;GO:0005634;GO:0071011;GO:0005732	N/A	GO:0000398
PF3D7_0520400	PF3D7_0520400.1	N/A	GO:0003677	GO:0006355	GO:0005622;GO:0005634	N/A	N/A
PF3D7_0520500	PF3D7_0520500.1	N/A	GO:0008972	GO:0009228	GO:0005737;GO:0005829	GO:0008902;GO:0016301;GO:0008972	GO:0009228
PF3D7_0520600	PF3D7_0520600.1	N/A	GO:0008796;GO:0016787;GO:0000166	N/A	GO:0033644	GO:0004081	GO:0006167;GO:0006754
PF3D7_0520700	PF3D7_0520700.1	GO:0016593	N/A	GO:0016570;GO:0006368	GO:0016593	GO:0000993	GO:0032968;GO:0034402
PF3D7_0520800	PF3D7_0520800.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0520900	PF3D7_0520900.1	N/A	GO:0004013	GO:0006730	GO:0020036;GO:0005829;GO:0005622	GO:0004013;GO:0005515	GO:0033353
PF3D7_0521000	PF3D7_0521000.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_0521100	PF3D7_0521100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0521200	PF3D7_0521200.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_0521300	PF3D7_0521300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0521400	PF3D7_0521400.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0521500	PF3D7_0521500.1	N/A	GO:0003723;GO:0009982	GO:0009451;GO:0001522	N/A	GO:0009982;GO:0004730	GO:0000455;GO:0006364
PF3D7_0521600	PF3D7_0521600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0521700	PF3D7_0521700.1	N/A	GO:0005524;GO:0003724;GO:0004527;GO:0004386;GO:0003676;GO:0005515	N/A	GO:0005634	N/A	GO:0006364
PF3D7_0521800	PF3D7_0521800.1	N/A	GO:0005524	N/A	GO:0005737;GO:0005739	GO:0016887	N/A
PF3D7_0521900	PF3D7_0521900.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_0522000	PF3D7_0522000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0522100	PF3D7_0522100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0522200	PF3D7_0522200.1	N/A	GO:0003743	N/A	GO:0005667	GO:0005515	GO:0006366
PF3D7_0522300	PF3D7_0522300.1	GO:0005737	GO:0008168;GO:0016435	GO:0070476	GO:0005730	GO:0008757;GO:0016435	GO:0070476
PF3D7_0522400	PF3D7_0522400.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0522500	PF3D7_0522500.1	GO:0005840	GO:0003735	GO:0006412	GO:0020011;GO:0015934;GO:0005762	GO:0003735	GO:0006412
PF3D7_0522600	PF3D7_0522600.1	GO:0016021	GO:0015095	GO:0015693	GO:0070258	N/A	N/A
PF3D7_0522700	PF3D7_0522700.1	N/A	GO:0051536;GO:0005198	GO:0097428	GO:0020011;GO:0005737	GO:0051537	GO:0016226;GO:0097428
PF3D7_0522800	PF3D7_0522800.1	GO:0005634	N/A	N/A	GO:0005686;GO:0005634;GO:0005681	N/A	GO:0008380;GO:0000380;GO:0000398
PF3D7_0522900	PF3D7_0522900.1	N/A	GO:0046872	N/A	N/A	N/A	N/A
PF3D7_0523000	PF3D7_0523000.1	GO:0016021	GO:0005524;GO:0016887;GO:0042626	GO:0055085	GO:0020020;GO:0005634	GO:0042626;GO:0005515	GO:0042493;GO:0009410;GO:0055085
PF3D7_0523100	PF3D7_0523100.1	N/A	GO:0046872	N/A	GO:0017087;GO:0005739	GO:0004222;GO:0008121	GO:0006627
PF3D7_0523200	PF3D7_0523200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0523300	PF3D7_0523300.1	N/A	N/A	N/A	GO:0005751;GO:0005739	N/A	N/A
PF3D7_0523400	PF3D7_0523400.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0523500	PF3D7_0523500.1	N/A	N/A	N/A	GO:0030286	N/A	N/A
PF3D7_0523600	PF3D7_0523600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0523700	PF3D7_0523700.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0523800	PF3D7_0523800.1	GO:0016021;GO:0016020	GO:0046873	GO:0030001	GO:0020020;GO:0016020	GO:0015086;GO:0005384	N/A
PF3D7_0523900	PF3D7_0523900.1	GO:0016021;GO:0016020	GO:0015097	GO:0015694	GO:0016020	N/A	N/A
PF3D7_0524000	PF3D7_0524000.1	N/A	N/A	GO:0006606	GO:0036396;GO:0005737;GO:0020020;GO:0005643;GO:0005634	GO:0003723;GO:0061608;GO:0008139;GO:0019904;GO:0046982	GO:0006607;GO:0006913;GO:0006606
PF3D7_0524100	PF3D7_0524100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0524200	PF3D7_0524200.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0524300	PF3D7_0524300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0524400	PF3D7_0524400.1	N/A	GO:0005525	N/A	GO:0005634	N/A	N/A
PF3D7_0524500	PF3D7_0524500.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_0524600	PF3D7_0524600.1	GO:0005840	GO:0003735	GO:0006412	GO:0020011;GO:0015934	GO:0003735	GO:0006412
PF3D7_0524700	PF3D7_0524700.1	GO:0016021;GO:0005741	N/A	GO:0006886	GO:0005742;GO:0005739	N/A	GO:0006626
PF3D7_0524800	PF3D7_0524800.1	N/A	N/A	GO:0006511	N/A	N/A	N/A
PF3D7_0524900	PF3D7_0524900.1	GO:0009536	GO:0051539;GO:0010181;GO:0003824;GO:0051536;GO:0046872;GO:0102521	GO:0008033	N/A	N/A	GO:0031591
PF3D7_0525000	PF3D7_0525000.1	N/A	GO:0046872	N/A	GO:0005829;GO:0005634	GO:0003676	N/A
PF3D7_0525100	PF3D7_0525100.1	N/A	GO:0102391	N/A	GO:0020036;GO:0005783;GO:0016020	GO:0003723;GO:0004467	GO:0006631;GO:0009410
PF3D7_0525200	PF3D7_0525200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0525300	PF3D7_0525300.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0525400	PF3D7_0525400.1	N/A	N/A	GO:0005975	GO:0010494;GO:0005829;GO:0005887;GO:0005886	GO:0004930;GO:0005515;GO:0043021	GO:0007186;GO:0017148
PF3D7_0525500	PF3D7_0525500.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_0525600	PF3D7_0525600.1	N/A	GO:0003723;GO:0008173;GO:0004482	GO:0006396	GO:0005739	N/A	N/A
PF3D7_0525700	PF3D7_0525700.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0525800	PF3D7_0525800.1	N/A	N/A	N/A	GO:0070258	N/A	N/A
PF3D7_0525900	PF3D7_0525900.1	N/A	GO:0005524;GO:0004672	GO:0006468	N/A	GO:0004674;GO:0004713	GO:0006468
PF3D7_0526000	PF3D7_0526000.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0526100	PF3D7_0526100.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0526200	PF3D7_0526200.1	N/A	GO:0005096	N/A	N/A	GO:0005096	N/A
PF3D7_0526200	PF3D7_0526200.2	N/A	GO:0005096	N/A	N/A	GO:0005096	N/A
PF3D7_0526300	PF3D7_0526300.1	N/A	GO:0005515	N/A	GO:0005730	N/A	GO:0006364
PF3D7_0526400	PF3D7_0526400.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0526500	PF3D7_0526500.1	GO:0005634	GO:0005515	GO:0006396;GO:0006397	GO:0005634	GO:0003729	GO:0031123
PF3D7_0526600	PF3D7_0526600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0526700	PF3D7_0526700.1	GO:0016021	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_0526800	PF3D7_0526800.1	N/A	N/A	N/A	GO:0016592;GO:0005634	N/A	N/A
PF3D7_0526900	PF3D7_0526900.1	GO:0016021	N/A	N/A	N/A	GO:0005515	N/A
PF3D7_0527000	PF3D7_0527000.1	GO:0042555	GO:0005524;GO:0003677	GO:0032508;GO:0006270	GO:0042555;GO:0005634	GO:0016887;GO:0003688;GO:0003697	GO:0006271;GO:0000727;GO:1902975;GO:0006267
PF3D7_0527100	PF3D7_0527100.1	N/A	GO:0005524;GO:0016874	N/A	GO:0005829;GO:0005634	GO:0061631;GO:0004842	GO:0006301;GO:0070534;GO:0000209;GO:0016567;GO:0009410
PF3D7_0527200	PF3D7_0527200.1	N/A	GO:0008234;GO:0005515;GO:0004843	GO:0016579;GO:0006511	GO:0005634	GO:0070628;GO:0004843	GO:0016579
PF3D7_0527300	PF3D7_0527300.1	N/A	GO:0046872;GO:0070006	GO:0070084;GO:0006508	GO:0005739	GO:0003729;GO:0070006;GO:0008235	GO:0006508
PF3D7_0527400	PF3D7_0527400.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_0527500	PF3D7_0527500.1	N/A	GO:0005515;GO:0046983	N/A	GO:0005634	GO:0031072	GO:0051085;GO:0061077;GO:0065003
PF3D7_0527600	PF3D7_0527600.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_0527700	PF3D7_0527700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0527800	PF3D7_0527800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0527900	PF3D7_0527900.1	N/A	GO:0005524;GO:0003724;GO:0004386;GO:0003676	N/A	N/A	N/A	N/A
PF3D7_0528000	PF3D7_0528000.1	GO:0000502	N/A	GO:0043248	N/A	N/A	GO:0043248
PF3D7_0528100	PF3D7_0528100.1	GO:0030131;GO:0030117	GO:0030276	GO:0006886;GO:0015031;GO:0016192	GO:0005634	GO:0005515	GO:0016192
PF3D7_0528200	PF3D7_0528200.1	GO:0005737;GO:0016282;GO:0033290;GO:0005852;GO:0071540;GO:0016021	GO:0003743	GO:0001732	GO:0005852;GO:0005634	GO:0003729	GO:0006413
PF3D7_0528300	PF3D7_0528300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0528400	PF3D7_0528400.1	GO:0016021	GO:0016409	N/A	GO:0005794;GO:0005783;GO:0020008	GO:0016746;GO:0016409;GO:0019706	GO:0018230;GO:0018345;GO:0006612
